beer_id,beer_name,mash_type,brewer,batch_size,boil_size,efficiency
fade-to-black-3,[u'Fade to Black'],[u'All Grain'],[u'Matt'],[u'12.0'],[u'3.9942'],[u'75.0']
gingerbread-ale-3,[u'Gingerbread Ale'],[u'All Grain'],[u'gregziggy3'],[u'18.9270589'],[u'23.658823625'],[u'71.0']
ginger-ale-2-2,[u'Ginger Ale #2'],[u'Extract'],[u'Beers4BG'],[u'7.608677677799999'],[u'9.46352945'],[u'75.0']
9-month-barleywine,[u'9 month barleywine'],[u'All Grain'],[u'Kenton Collup'],[u'20.81976479'],[u'27.065694227'],[u'75.0']
the-three-amigos-1,[u'The three amigos'],[u'Partial Mash'],[u'raiderrob67'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
orange-wit-4,[u'Orange Wit'],[u'All Grain'],[u'Addam Rud'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
corona-clone-5,[u'Corona Clone'],[u'All Grain'],[u'James Jackson'],[u'18.9270589'],[u'27.0278401092'],[u'71.0']
brewfest-kolsch-rd-3,[u'Brewfest Kolsch Rd 3'],[u'All Grain'],[u'cruyf'],[u'3.78541178'],[u'4.731764725'],[u'70.0']
pumpkin-ale-134,[u'Pumpkin Ale'],[u'All Grain'],[u'Bitterly Balanced'],[u'18.9270589'],[u'27.0278401092'],[u'80.0']
lakehouse-wheat,[u'Lakehouse Wheat'],[u'All Grain'],[u'Hawkeyebrewer'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
beavertown-gamma-ray-1,[u'Beavertown Gamma Ray'],[u'All Grain'],[u'BenBenson'],[u'23.0'],[u'8.08'],[u'75.0']
lawnmower-kolsch-1,[u'Lawnmower Kolsch'],[u'Partial Mash'],[u'00radio'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
hoppy-belgian-6,[u'Hoppy Belgian'],[u'All Grain'],[u'ansing'],[u'7.57'],[u'2.4'],[u'60.0']
kilkenny-irish-red,[u'Kilkenny Irish Red'],[u'All Grain'],[u'mike joyce'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
kama-citra-session-ipa-nb-5f6153,[u'Kama Citra Session IPA (NB)'],[u'All Grain'],[u'traviskroberts'],[u'20.81976479'],[u'26.876423638'],[u'75.0']
the-goats-stout,"[u""The Goat's Stout""]",[u'All Grain'],[u'CI Brewer'],[u'22.71247068'],[u'26.119341282'],[u'75.0']
peepo-pils-pivo-pils-clone,[u'Peepo Pils (Pivo Pils clone)'],[u'All Grain'],[u'Soneast'],[u'20.81976479'],[u'27.065694227'],[u'75.0']
timothy-taylor-landlord-clone,[u'Timothy Taylor Landlord Clone'],[u'All Grain'],[u'greenhouseuk'],[u'49.967435496'],[u'71.3928661708'],[u'75.0']
raspberry-wheat-97,[u'Raspberry Wheat'],[u'All Grain'],[u'Nephilium'],[u'20.81976479'],[u'24.5673224522'],[u'75.0']
jamils-english-barleywine,"[u""Jamil's English Barleywine""]",[u'All Grain'],[u'Belmont'],[u'22.71247068'],[u'37.8541178'],[u'70.0']
narwhal-inspired-russian-imperial-stout,[u'Narwhal Inspired Russian Imperial Stout'],[u'All Grain'],[u'Patrick Kafka'],[u'24.60517657'],[u'30.7753977714'],[u'65.0']
90-degree-pale-ale,[u'90 Degree Pale Ale'],[u'All Grain'],[u'Zack'],[u'22.71247068'],[u'29.526211884'],[u'75.0']
pumpkin-spice-porter-1,[u'Pumpkin Spice Porter'],[u'All Grain'],[u'jcheneyp'],[u'18.9270589'],[u'23.658823625'],[u'69.0']
summer-like-blonde-ale-summer-love-attempt,"[u'""Summer Like"" Blonde Ale (Summer Love attempt)']",[u'Extract'],[u'jackruby83'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
bustn-a-ryem-roggenbier,"[u""Bust'n a Rye'm Roggenbier""]",[u'All Grain'],[u'Evertybrew'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
edwort-oktoberfest,[u'EdWort Oktoberfest'],[u'All Grain'],[u'evillile'],[u'20.81976479'],[u'27.065694227'],[u'78.0']
winter-warmer-20-1,[u'Winter Warmer 2.0'],[u'Partial Mash'],[u'BierIstEssen'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
belgian-witbier-24,[u'Belgian Witbier'],[u'All Grain'],[u'Frogmanx82'],[u'41.63952958'],[u'45.803482538'],[u'75.0']
prairie-bomb-clone-test-1,[u'Prairie Bomb Clone Test #1'],[u'Partial Mash'],[u'Josh Cedor'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
vanilla-coffee-porter-1,[u'Vanilla Coffee Porter'],[u'Partial Mash'],[u'LacyJr'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
vladimirs-own-stout,"[u""Vladimir's Own Stout""]",[u'All Grain'],[u'LutzBrauerei'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
big-island-breakfast,[u'Big Island Breakfast'],[u'Extract'],[u'grandpasgeniusbeer'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
mans-best-friend-1,"[u""Man's Best Friend""]",[u'Extract'],[u'TuLabs'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
bitterye,[u'BitteRye'],[u'Partial Mash'],[u'anday6'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
yoopers-oatmeal-stout-8,"[u""Yooper's Oatmeal Stout""]",[u'All Grain'],[u'atimmerman88'],[u'21.2929412625'],[u'24.486882451875'],[u'79.0']
gingerbread-porter,[u'GingerBread Porter'],[u'Partial Mash'],[u'brewbuddies'],[u'22.71247068'],[u'28.39058835'],[u'75.0']
chinook-smash-4,[u'Chinook SMaSH'],[u'All Grain'],[u'stupergenius'],[u'20.81976479'],[u'24.150927156399998'],[u'70.0']
river-russian-imperial-stout,[u'River Russian Imperial Stout'],[u'All Grain'],[u'Jake Larson'],[u'26.49788246'],[u'32.17600013'],[u'75.0']
brother-slavoj-wip,[u'Brother Slavoj -- WIP'],[u'All Grain'],[u'Alejandro'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
iras-vanilla-stout,"[u""Ira's Vanilla Stout""]",[u'All Grain'],[u'cnebbeling1'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
1337-zombie-citra-single-hop-6b55b8,[u'1337 Zombie (Citra Single Hop)'],[u'All Grain'],[u'MrBjorland'],[u'55.0'],[u'17.53'],[u'80.0']
standard-weissbier-1,[u'Standard Weissbier'],[u'All Grain'],[u'Paul Wright'],[u'9.0'],[u'12.98'],[u'55.0']
sculpin-ipa-clone-1,[u'Sculpin IPA Clone'],[u'Extract'],[u'Vern LaMar'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
sweet-tucky-brown-e7495b,[u'Sweet Tucky Brown'],[u'All Grain'],[u'Yeazzty '],[u'3.78541178'],[u'5.9620235535'],[u'65.0']
tastys-session-pale-1,"[u""Tasty's Session Pale""]",[u'All Grain'],[u'maxammt'],[u'22.71247068'],[u'98.42070628'],[u'75.0']
whitest-ale-u-know,[u'Whitest Ale U Know'],[u'All Grain'],[u'Ben Cull'],[u'43.0'],[u'13.632'],[u'75.0']
oktoberfest-209,[u'oktoberfest'],[u'Partial Mash'],[u'joeski'],[u'20.81976479'],[u'10.220611806'],[u'75.0']
schwarztoberfest-3c985a,[u'Schwarztoberfest'],[u'All Grain'],[u'David Mann'],[u'41.63952958'],[u'45.42494136'],[u'75.0']
family-dinner-american-amber-ipa,[u'Family Dinner American Amber IPA'],[u'All Grain'],[u'grmowell'],[u'20.81976479'],[u'24.983717748'],[u'70.0']
midwest-belgian-tripel-all-grain,[u'Midwest Belgian Tripel All Grain'],[u'All Grain'],[u'stovepipe'],[u'21.198305968'],[u'30.28329424'],[u'70.0']
saturday-saison-a23533,[u'Saturday Saison'],[u'Extract'],[u'Field & Forest'],[u'20.81976479'],[u'26.876423638'],[u'75.0']
trillium-fort-point-pale-ale-clone-3c4c57,[u'Trillium Fort Point Pale Ale Clone'],[u'All Grain'],[u'Matt Benjamin'],[u'22.71247068'],[u'24.60517657'],[u'75.0']
mint-chocolate-porter-5,[u'Mint Chocolate Porter'],[u'Partial Mash'],[u'Wolfpack010'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
heady-topper-clone-25,[u'Heady Topper Clone'],[u'All Grain'],[u'rjstew'],[u'34.06870602'],[u'44.289317825999994'],[u'75.0']
firestone-walker-wookey-jack-02bfcf,[u'Firestone Walker Wookey Jack'],[u'All Grain'],[u'Malt Witman'],[u'20.81976479'],[u'25.504211867749998'],[u'75.0']
northern-brewer-plinian-legacy-extract-and-specialty-grains-kit,[u'Northern Brewer Plinian Legacy (extract and specialty grains) kit'],[u'Extract'],[u'xaq'],[u'22.71247068'],[u'27.254964816'],[u'75.0']
citra-golden-promise-smash,[u'Citra Golden Promise SMASH'],[u'All Grain'],[u'blatch'],[u'13.24894123'],[u'17.6778730126'],[u'82.0']
prima-pils-clone,[u'Prima Pils Clone'],[u'All Grain'],[u'redstrat'],[u'20.781910672200002'],[u'26.0436330464'],[u'75.0']
girlie-lite,[u'Girlie Lite'],[u'Extract'],[u'mac_russell'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
aranycs-pp,[u'Aranycs\xf6pp'],[u'All Grain'],[u'spikey182'],[u'30.0'],[u'9.516'],[u'75.0']
russian-river-brewing-pliny-the-elder-164113,"[u'Russian River Brewing ""Pliny the Elder"" ']",[u'All Grain'],[u'SEATTLEBREWING'],[u'41.63952958'],[u'50.5920284397'],[u'76.0']
ahp-saison,[u'AHP Saison'],[u'Extract'],[u'DarthCygnus'],[u'19.873411845'],[u'20.100536551799998'],[u'75.0']
fullers-esb-clone-5,[u'Fullers ESB clone'],[u'All Grain'],[u'Chris Parker'],[u'45.992753127'],[u'57.727529645'],[u'75.0']
summertime-strawberry-saison,[u'Summertime Strawberry Saison'],[u'All Grain'],[u'Darin'],[u'20.81976479'],[u'26.0436330464'],[u'75.0']
juniper-pale-ale-9,[u'Juniper Pale Ale'],[u'All Grain'],[u'Conk'],[u'18.9270589'],[u'23.658823625'],[u'68.0']
belgian-single-12,[u'Belgian Single'],[u'All Grain'],[u'jjhandl'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
welcome-winter-english-ale,[u'Welcome Winter English Ale'],[u'Extract'],[u'Aaron Sullivan'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
douche-a-corte-stout,"[u""Douche' (A Corte Stout)""]",[u'Extract'],[u'chiefmonk'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
vanilla-porter-101,[u'Vanilla Porter'],[u'All Grain'],[u'timbaraka'],[u'3.78541178'],[u'5.67811767'],[u'75.0']
hibernation-ale-gdbc-clone,[u'Hibernation Ale - GDBC Clone'],[u'All Grain'],[u'Hightechlofi'],[u'41.63952958'],[u'59.468819063800005'],[u'75.0']
cherry-dark-belgian,[u'Cherry Dark Belgian'],[u'Partial Mash'],[u'Anonymous'],[u'20.781910672200002'],[u'26.0436330464'],[u'75.0']
programmers-elbow-2,"[u""Programmer's Elbow""]",[u'Extract'],[u'sob'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
extra-extra-1,[u'Extra extra'],[u'All Grain'],[u'Dave Kleinschmidt'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
goose-ipa-b8cc58,[u'Goose IPA'],[u'Extract'],[u'Greydalf'],[u'8.0440000325'],[u'5.110305903'],[u'75.0']
egtesb-earl-grey-tea-esb,[u'(EGTESB) Earl Grey Tea ESB'],[u'Extract'],[u'sencindi'],[u'18.9270589'],[u'16.5801035964'],[u'75.0']
backyard-pumpkin-ale-2013,[u'Backyard Pumpkin Ale 2013'],[u'All Grain'],[u'Bill Guzy'],[u'20.81976479'],[u'33.1602071928'],[u'75.0']
pumpkin-beer-27,[u'Pumpkin Beer'],[u'Extract'],[u'mswartz13'],[u'18.9270589'],[u'11.35623534'],[u'75.0']
its-maibock-too-yeah,"[u""It's Maibock Too, Yeah!!!""]",[u'All Grain'],[u'jfranecki'],[u'18.9270589'],[u'22.71247068'],[u'70.0']
ipahhh,[u'IPAHHH!'],[u'Partial Mash'],[u'henrikalmer'],[u'12.0'],[u'2.744'],[u'75.0']
grapefruit-gose-wild-ab638f,[u'Grapefruit Gose Wild'],[u'All Grain'],[u'Friendship Ales'],[u'20.81976479'],[u'24.60517657'],[u'70.0']
ezs-biab-american-brown-ale,"[u""EZ's BIAB American Brown Ale""]",[u'All Grain'],[u'EZduzit'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
nosferatu-clone-1,[u'Nosferatu Clone'],[u'All Grain'],[u'dabigd60'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
summer-shandy-4,[u'Summer Shandy'],[u'All Grain'],[u'mtourek'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
single-hop-ipa-sorachi-ace-scaled,[u'Single Hop IPA - Sorachi Ace - Scaled'],[u'All Grain'],[u'Drocnoc'],[u'24.60517657'],[u'30.7753977714'],[u'75.0']
campfire-kolsch,[u'Campfire Kolsch'],[u'All Grain'],[u'jefferyjg'],[u'20.81976479'],[u'26.0436330464'],[u'65.0']
banana-nut-beer-3,[u'Banana Nut Beer'],[u'All Grain'],[u'Lantzzy'],[u'42.396611936'],[u'52.99576492'],[u'70.0']
k-lsch-schm-lsch,[u'K\xf6lsch Schm\xf6lsch'],[u'All Grain'],[u'Amalgamation Brewing'],[u'20.81976479'],[u'24.983717748'],[u'69.0']
single-hop-amarillo-ipa,[u'Single Hop Amarillo IPA'],[u'All Grain'],[u'garrettbk'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
brulosophy-oktoberfest,[u'Brulosophy Oktoberfest'],[u'All Grain'],[u'Eric'],[u'9.46352945'],[u'9.46352945'],[u'75.0']
dogfish-smashin-punkin-clone,"[u""DogFish 'smashin' Punkin Clone""]",[u'All Grain'],[u'Dry County Brewing'],[u'22.71247068'],[u'27.254964816'],[u'75.0']
kansai-cranberry-christmas-porter-2014,[u'Kansai Cranberry Christmas Porter 2014'],[u'All Grain'],[u'KansaiBeerLovers'],[u'4.0'],[u'1.272'],[u'75.0']
brooklyn-brewshop-jalapeno-saison,[u'Brooklyn Brewshop Jalapeno Saison'],[u'All Grain'],[u'KidDynamite'],[u'3.78541178'],[u'4.731764725'],[u'75.0']
noble-trappist-ale-midwest-supplies-kit,[u'Noble Trappist Ale (Midwest Supplies Kit)'],[u'Partial Mash'],[u'Stu Huffman'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
booths-brewing-supply-old-rasputin-clone,"[u""Booth's Brewing Supply Old Rasputin clone""]",[u'All Grain'],[u'Michael Moussa'],[u'20.81976479'],[u'26.52438034246'],[u'70.0']
patersbier-25,[u'Patersbier'],[u'All Grain'],[u'mobilecabinworks'],[u'18.9270589'],[u'23.658823625'],[u'73.0']
snoweizen,[u'Snoweizen'],[u'All Grain'],[u'fermentalist'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
iron-beard-dark,[u'Iron Beard Dark'],[u'All Grain'],[u'The Bearded Brewers'],[u'18.9270589'],[u'24.60517657'],[u'75.0']
80-5,[u'80/-'],[u'All Grain'],[u'GSharp'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
scotty-1,[u'Scotty'],[u'All Grain'],[u'Rob Mulcahey'],[u'22.71247068'],[u'28.39058835'],[u'75.0']
2015-galaxy,[u'2015 Galaxy'],[u'All Grain'],[u'nathant'],[u'19.873411845'],[u'23.848094214'],[u'75.0']
lucky-jack,[u'Lucky Jack'],[u'All Grain'],[u'akalars'],[u'25.0'],[u'7.92'],[u'75.0']
allagash-white-clone-11,[u'Allagash White Clone'],[u'Partial Mash'],[u'jdool76'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
american-honey-blonde,[u'American Honey Blonde'],[u'Extract'],[u'ChrisLuby'],[u'18.9270589'],[u'11.35623534'],[u'75.0']
jamils-byo-irish-red-ale,"[u""Jamil's BYO Irish Red Ale""]",[u'All Grain'],[u'Vincent Castellano'],[u'45.42494136'],[u'59.052423768'],[u'70.0']
smoked-cherry-wit,[u'Smoked Cherry Wit'],[u'Partial Mash'],[u'James Davis'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
mocha-coffee-stout,[u'Mocha Coffee Stout'],[u'Extract'],[u'Nick Pegg'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
strawberry-explosion,[u'Strawberry Explosion?!?'],[u'Partial Mash'],[u'lawrencem'],[u'16.9964988922'],[u'21.3118683214'],[u'75.0']
extract-tripel,[u'Extract Tripel'],[u'Extract'],[u'jon engel'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
outter-limits-ipa,[u'Outter Limits IPA'],[u'Extract'],[u'E. Fresh'],[u'20.781910672200002'],[u'13.211087112200001'],[u'75.0']
simple-biab-imperial-black-ipa,[u'Simple BIAB Imperial Black IPA'],[u'All Grain'],[u'Johnny Brooke'],[u'26.49788246'],[u'33.122353075'],[u'75.0']
dead-ringer-ipa-9,[u'Dead Ringer IPA'],[u'All Grain'],[u'drusty'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
brett-saison-7,[u'Brett Saison'],[u'All Grain'],[u'J-Dub'],[u'18.9270589'],[u'20.81976479'],[u'74.0']
freshly-squeezed-nugs,[u'Freshly Squeezed Nugs'],[u'All Grain'],[u'r3VOLution'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
belgian-lemon-orange-wheat,[u'Belgian Lemon Orange Wheat'],[u'All Grain'],[u'Tindall'],[u'18.9270589'],[u'23.658823625'],[u'85.0']
dennys-rye-ipa-21,"[u""Denny's Rye IPA""]",[u'All Grain'],[u'Andrew Miller'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
tennessee-springtime-wheat,[u'Tennessee Springtime Wheat'],[u'All Grain'],[u'tokenrock'],[u'20.81976479'],[u'26.0247059875'],[u'75.0']
smashing-german-blonde-with-a-perle-necklace,[u'SMaSHing German Blonde with a Perle Necklace'],[u'All Grain'],[u'stevenb'],[u'20.062682434'],[u'26.9142777558'],[u'83.0']
3-floyds-gumballhead-clone,"[u""3 Floyds' Gumballhead clone""]",[u'All Grain'],[u'uberg33k'],[u'20.81976479'],[u'27.7470683474'],[u'70.0']
columbus-single-hop-ipa-2,[u'Columbus Single Hop IPA'],[u'Extract'],[u'kbwiv'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
zombie-dust-ipa-clone,[u'Zombie Dust IPA Clone'],[u'Extract'],[u'GallowGlass Brewing Company'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
german-pilsner-43,[u'German Pilsner'],[u'All Grain'],[u'Sirius Brewing'],[u'20.81976479'],[u'27.065694227'],[u'75.0']
experimental-belgian-dark-strong-ale,[u'Experimental Belgian Dark Strong Ale'],[u'All Grain'],"[u'Br. Brent Bowen, O.P.']",[u'20.81976479'],[u'26.876423638'],[u'75.0']
ommegang-abbey-ale,[u'Ommegang Abbey Ale'],[u'All Grain'],[u'mgo737'],[u'22.71247068'],[u'32.4409789546'],[u'84.0']
strawberry-blonde-18,[u'Strawberry Blonde'],[u'All Grain'],[u'Andrew'],[u'19.911265962799998'],[u'25.0594259836'],[u'75.0']
double-dawg-dare-ipa-v2,[u'Double Dawg Dare IPA V2'],[u'All Grain'],[u'SEATTLEBREWING'],[u'26.49788246'],[u'32.956741309625'],[u'76.0']
session-black-ipa,[u'Session Black IPA'],[u'All Grain'],[u'Hoffman Brewing Company'],[u'22.71247068'],[u'28.39058835'],[u'72.0']
delerium-tremens-clone-4,[u'Delerium Tremens Clone '],[u'All Grain'],[u'Stephen Perrier'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
maple-pecan-nut-brown,[u'Maple Pecan Nut Brown'],[u'All Grain'],[u'Rob S'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
apricot-wheat-ale-a8eb6a,[u' Apricot Wheat Ale'],[u'All Grain'],[u'mmrgreg'],[u'18.9270589'],[u'24.60517657'],[u'75.0']
chocolate-chipotle-stout-7,[u'Chocolate Chipotle Stout'],[u'Extract'],[u'mattc'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
elderflower-saison-final,[u'Elderflower Saison Final'],[u'All Grain'],[u'alexb'],[u'18.9270589'],[u'23.658823625'],[u'70.0']
hbt-2011-russian-imperial-stout-1,[u'HBT 2011 Russian Imperial Stout'],[u'All Grain'],[u'Ken Franke'],[u'20.81976479'],[u'26.0436330464'],[u'75.0']
ginger-beer-42,[u'Ginger Beer'],[u'All Grain'],[u'WHATITBREW'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
jordans-hard-root-beer,"[u""Jordan's Hard Root Beer""]",[u'Partial Mash'],[u'Green Man Brewery'],[u'9.5013835678'],[u'9.8042165102'],[u'75.0']
pineapple-saison,[u'Pineapple Saison'],[u'All Grain'],[u'wwmarcum'],[u'20.81976479'],[u'23.9427295085'],[u'75.0']
belgian-dubbel-13,[u'Belgian Dubbel'],[u'All Grain'],[u'Eric'],[u'20.81976479'],[u'26.0436330464'],[u'75.0']
kolsch-45-2,[u'Kolsch 45'],[u'All Grain'],[u'Erich Schmidt'],[u'28.39058835'],[u'34.06870602'],[u'84.0']
pumpkin-ale-9516c3,[u'Pumpkin Ale'],[u'Extract'],[u'Nick Volgas'],[u'20.81976479'],[u'26.876423638'],[u'75.0']
belgian-blond-abbey-ale,[u'Belgian Blond Abbey Ale'],[u'All Grain'],[u'Jacob Landry'],[u'37.8541178'],[u'45.42494136'],[u'75.0']
heavy-axe-1,[u'Heavy Axe #1'],[u'All Grain'],[u'Derek Gillespie'],[u'18.9270589'],[u'24.60517657'],[u'75.0']
flying-dog-doggie-style-classic-pale-ale-clone,[u'Flying Dog Doggie Style Classic Pale Ale Clone'],[u'All Grain'],[u'Chairface Chippendale'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
2013-january-yotsnake-esb,[u'2013 January YOTSnake (ESB)'],[u'All Grain'],[u'Alan Graham'],[u'20.81976479'],[u'26.49788246'],[u'75.0']
fresh-hop-ipa-16,[u'Fresh Hop IPA'],[u'All Grain'],[u'Ken  Gurley'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
rodenbach-grand-cru-clone-2,[u'Rodenbach Grand Cru Clone'],[u'All Grain'],[u'Dropkick Brewing'],[u'18.9270589'],[u'24.60517657'],[u'70.0']
hoppy-amber-14,[u'Hoppy Amber'],[u'All Grain'],[u'Ksky'],[u'19.0'],[u'6.024'],[u'75.0']
oatmeal-stout-248,[u'Oatmeal Stout'],[u'All Grain'],[u'skippernc'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
angel-ipa-de8bb1,[u'Angel IPA'],[u'All Grain'],[u'John Borders'],[u'9.46352945'],[u'13.24894123'],[u'84.0']
rye-pale-ale-78,[u'Rye pale ale'],[u'All Grain'],[u'Dave Kleinschmidt'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
true-german-dunkelweizen,[u'True German Dunkelweizen'],[u'All Grain'],[u'Kaiser - Tls1133'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
nasty-nates-armadillo,"[u""Nasty Nate's Armadillo""]",[u'Extract'],[u'White Antelope'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
pale-citra-smash-1,[u'Pale Citra SMaSH'],[u'All Grain'],[u'worthog79'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
vanilla-bourbon-stout-362a3e,[u'Vanilla bourbon stout'],[u'All Grain'],[u'Yeazzty '],[u'3.78541178'],[u'5.67811767'],[u'70.0']
belgian-blonde-ale-16,[u'Belgian Blonde Ale'],[u'All Grain'],[u'kabob34'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
easy-wheat-beer,[u'Easy Wheat Beer'],[u'Extract'],[u'BGJ223'],[u'9.46352945'],[u'10.5234447484'],[u'75.0']
sorachi-ace-saison-8,[u'Sorachi Ace Saison'],[u'All Grain'],[u'Rockstar1'],[u'18.9270589'],[u'23.658823625'],[u'74.0']
stored-xss-biab-apa,[u'Stored XSS - BIAB APA'],[u'All Grain'],[u'M\xe4ri\xf6 Liny'],[u'12.5'],[u'4.026'],[u'66.0']
pacific-pale,[u'Pacific Pale'],[u'Extract'],[u'Kyle Kestell'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
brew-session-esb,[u'Brew Session ESB'],[u'All Grain'],[u'E B'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
northern-brewer-dead-ringer-ipa,[u'Northern Brewer Dead Ringer IPA'],[u'All Grain'],[u'abuker'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
lagunitas-ipa-clone-32,[u'Lagunitas IPA clone'],[u'All Grain'],[u'MBison'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
orange-door-blonde,[u'Orange Door Blonde'],[u'Extract'],[u'Tyler Schettler'],[u'18.9270589'],[u'13.24894123'],[u'75.0']
honey-nut-brown-12,[u'Honey Nut Brown'],[u'All Grain'],[u'OpenGlobeBrewing'],[u'20.81976479'],[u'24.983717748'],[u'79.0']
citra-single-hop-ipa,[u'Citra Single Hop IPA'],[u'Extract'],[u'Samuel Neitzke'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
z-amber-ale,[u'Z Amber Ale'],[u'All Grain'],[u'kgneville'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
exploding-peach-wheat,[u'Exploding Peach Wheat'],[u'Partial Mash'],[u'JF_HBrews'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
irish-red-20,[u'Irish red'],[u'Extract'],[u'Danno9'],[u'18.9270589'],[u'15.368771826799998'],[u'75.0']
sqhell-2-the-extractioning,[u'SQHELL 2: The Extractioning'],[u'Extract'],[u'David Mann'],[u'41.63952958'],[u'46.939106072'],[u'75.0']
indica-clone,[u'Indica Clone'],[u'All Grain'],[u'Pedro Ivo'],[u'28.0'],[u'8.14'],[u'75.0']
reapers-mild-sub-willamette,"[u""Reaper's Mild sub willamette""]",[u'All Grain'],[u'mi_longhorn'],[u'20.81976479'],[u'26.0436330464'],[u'70.0']
simply-citra,[u'Simply Citra'],[u'All Grain'],[u'Bryan'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
andes-mint-chocolate-stout-2,[u'Andes Mint Chocolate Stout'],[u'All Grain'],[u'rhays'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
celtic-sunrise-irish-red-ale,[u'Celtic Sunrise Irish Red Ale'],[u'All Grain'],[u'jkneipp'],[u'20.81976479'],[u'26.0247059875'],[u'75.0']
fruit-bomb-apa,[u'Fruit Bomb APA'],[u'Extract'],[u'Kyle Kestell'],[u'37.8541178'],[u'41.63952958'],[u'75.0']
voluptious-milk-stout,"[u'Voluptious, Milk Stout']",[u'All Grain'],[u'notoriousbrew'],[u'41.63952958'],[u'49.967435496'],[u'75.0']
christmas-ale-56,[u'Christmas Ale'],[u'All Grain'],[u'joemettler'],[u'18.9270589'],[u'27.0278401092'],[u'75.0']
13003-black-pepper-saison,[u'#13003 Black Pepper Saison'],[u'All Grain'],[u'katjelam'],[u'50.0'],[u'21.24'],[u'75.0']
houblon-chouffe-aka-hopchewy,[u'Houblon Chouffe aka HopChewy'],[u'All Grain'],[u'chaos2uHoublonThristyUthristy'],[u'19.0027671356'],[u'27.0278401092'],[u'75.0']
permafrost-white-ipa-northern-brewer,[u'Permafrost White IPA (Northern Brewer)'],[u'All Grain'],[u'Chairface Chippendale'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
rosemary-orange-saison-3-gal,[u'Rosemary Orange Saison (3 gal)'],[u'Extract'],[u'clockworkjpm'],[u'11.35623534'],[u'13.627482408'],[u'75.0']
citra-pale-ale-124,[u'Citra Pale Ale'],[u'All Grain'],[u'John Hernandez'],[u'41.63952958'],[u'47.885459017'],[u'65.0']
munich-dunkel-28,[u'Munich Dunkel'],[u'Partial Mash'],[u'Tony'],[u'18.9270589'],[u'20.441223612'],[u'75.0']
