beer_id,beer_name,mash_type,brewer,batch_size,boil_size,efficiency
allagash-curieux,[u'Allagash Curieux'],[u'All Grain'],[u'haf_haus'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
lost-comet,[u'Lost Comet'],[u'All Grain'],[u'BHeart'],[u'11.35623534'],[u'17.412894188'],[u'75.0']
tom-dust,[u'Tom Dust'],[u'All Grain'],[u'Andy Green'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
bert-s-sour-stout-2c727a,"[u""Bert's Sour Stout""]",[u'All Grain'],[u'Bert'],[u'41.63952958'],[u'49.399623729000005'],[u'75.0']
tripel-do-prado-3-cevada,[u'Tripel do Prado 3 - Cevada'],[u'All Grain'],[u'Prado'],[u'90.0'],[u'28.536'],[u'79.0']
moon-pale-ale-3-sorachi-ace-single-hop-f1d7a4,[u'Moon Pale ale #3(sorachi ace single hop)'],[u'All Grain'],[u'gbcmoon'],[u'20.0'],[u'7.78'],[u'70.0']
gylatic-pils,[u'Gylatic-Pils'],[u'All Grain'],[u'gylative'],[u'24.983717748'],[u'35.6964330854'],[u'75.0']
55-storm-lake-v4,[u'#55 Storm Lake v4'],[u'Partial Mash'],[u'braceful'],[u'11.35623534'],[u'13.608555349100001'],[u'69.0']
blazing-world-from-modern-times-beersmith-link,[u'Blazing World from Modern Times beersmith link'],[u'All Grain'],[u'Slatetank'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
brown-star-ale,[u'Brown Star Ale'],[u'Partial Mash'],[u'Forest Brewery'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
paleish-session,[u'paleish session'],[u'All Grain'],[u'stickyjoe'],[u'18.9270589'],[u'21.0468894968'],[u'75.0']
sammys-witbier,"[u""Sammy's Witbier""]",[u'Extract'],[u'Samhammer'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
burton-ale-10,[u'Burton Ale'],[u'All Grain'],[u'mchlcathcart'],[u'11.3940894578'],[u'16.2394165362'],[u'75.0']
my-pale-cream-ale,[u'My Pale Cream Ale'],[u'Partial Mash'],[u'DoubleE_BrandonB'],[u'18.9270589'],[u'11.8483388714'],[u'75.0']
iron-islands-summer-wheat,[u'Iron Islands Summer Wheat'],[u'All Grain'],[u'Poobanks'],[u'20.81976479'],[u'22.901741269'],[u'80.0']
saizon-du-wilde,[u'Saizon du wilde'],[u'All Grain'],[u'ahdmullins'],[u'19.684141256'],[u'26.2329036354'],[u'82.0']
lazy-as-helles,[u'Lazy as Helles'],[u'Extract'],[u'Nate'],[u'20.81976479'],[u'20.81976479'],[u'75.0']
nelson-mandalea,[u'Nelson MandALEa'],[u'Extract'],[u'Cavie'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
belgian-house-ale,[u'Belgian House Ale'],[u'All Grain'],[u'Max Allen'],[u'16.9964988922'],[u'21.3118683214'],[u'75.0']
sierra-nearvada,[u'Sierra Nearvada'],[u'All Grain'],[u'Sean Sanders'],[u'20.81976479'],[u'24.983717748'],[u'70.0']
hollow-log-bitter,[u'Hollow Log Bitter'],[u'All Grain'],[u'Naa'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
ginger-juggs-irish-red,[u'Ginger Juggs Irish Red'],[u'All Grain'],[u'Chicken on a Goat Brewery'],[u'20.81976479'],[u'24.983717748'],[u'70.0']
weizenbock-107,[u'Weizenbock'],[u'All Grain'],[u'Ron Matteson'],[u'45.42494136'],[u'54.9641790456'],[u'70.0']
la-vie-boheme,[u'La Vie Boheme'],[u'All Grain'],[u'Beejay'],[u'20.062682434'],[u'25.0594259836'],[u'75.0']
smashmo,[u'Smashmo+'],[u'All Grain'],[u'gslyons'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
bass-lake-haze-n-hops,"[u""Bass Lake Haze 'n Hops""]",[u'Partial Mash'],[u'Mike'],[u'20.781910672200002'],[u'26.0436330464'],[u'75.0']
apricot-pop,[u'Apricot pop!'],[u'All Grain'],[u'Comandante Cebada'],[u'41.63952958'],[u'49.967435496'],[u'82.0']
truebrew-porter-kit,[u'Truebrew Porter Kit'],[u'Extract'],[u'James Ratzliff'],[u'18.9270589'],[u'24.60517657'],[u'75.0']
29a-fruit-beer-sunset-tango,[u'29A Fruit beer: Sunset Tango'],[u'Partial Mash'],[u'raiderrob67'],[u'20.81976479'],[u'24.5673224522'],[u'80.0']
zeus-on-the-summit-with-a-citra-amarillo,[u'Zeus on the Summit with a Citra Amarillo'],[u'All Grain'],[u'Andy'],[u'41.63952958'],[u'49.967435496'],[u'78.0']
2c-blonde,[u'2C Blonde'],[u'All Grain'],[u'BioTech'],[u'30.0'],[u'11.93'],[u'75.0']
quick-rye-stout,[u'Quick Rye Stout'],[u'All Grain'],[u'challenger180'],[u'9.46352945'],[u'12.113317696000001'],[u'75.0']
ywiec-1,[u'\u017bywiec'],[u'All Grain'],[u'bzk'],[u'16.9964988922'],[u'21.3118683214'],[u'75.0']
blacklabs-centennial-orange-coriander,"[u""Blacklab's [centennial] orange coriander""]",[u'All Grain'],[u'mthompson'],[u'41.63952958'],[u'52.049411975'],[u'75.0']
julie-and-dan-pale-ale,[u'Julie and Dan Pale Ale'],[u'All Grain'],[u'Dan Fairfield'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
blonde-molly,[u'Blonde Molly'],[u'All Grain'],[u'Beejay'],[u'26.49788246'],[u'31.797458952000003'],[u'70.0']
hobgoblin-clone-2,[u'Hobgoblin Clone'],[u'All Grain'],[u'Boy'],[u'20.81976479'],[u'26.0436330464'],[u'75.0']
mazer-rackem,"[u""Mazer Rack'em""]",[u'Partial Mash'],[u'joejs'],[u'20.781910672200002'],[u'26.0436330464'],[u'75.0']
rakau-single-hop-ipa-group-project,[u'Rakau Single Hop IPA (Group Project)'],[u'All Grain'],[u'Andreas Krennmair'],[u'20.0'],[u'5.808'],[u'65.0']
porter-44,[u'Porter'],[u'All Grain'],[u'keefd'],[u'20.781910672200002'],[u'26.0436330464'],[u'65.0']
strawberry-and-cream,[u'Strawberry & Cream'],[u'Extract'],[u'Daryl Hope'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
green-blessing-2,[u'green blessing 2'],[u'All Grain'],[u'beerhaver'],[u'11.0'],[u'3.492'],[u'65.0']
rye-brown-ii,[u'Rye Brown II'],[u'All Grain'],[u'macabra11'],[u'41.6016754622'],[u'59.468819063800005'],[u'78.0']
ironbutt-gb-ii,[u'Ironbutt GB II'],[u'All Grain'],[u'Brew Freak'],[u'18.9270589'],[u'27.0278401092'],[u'70.0']
almost-exceeds,[u'Almost Exceeds'],[u'Extract'],[u'Pukerua Brews'],[u'22.5'],[u'27.94'],[u'75.0']
saison-nb-kit,[u'Saison-NB Kit'],[u'Partial Mash'],[u'Tom Secondo'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
tail-chasing-amber,[u'Tail Chasing Amber'],[u'Partial Mash'],[u'prospero'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
bavarian-hefeweizen-29e682,[u'Bavarian Hefeweizen'],[u'All Grain'],[u'Cain Piper'],[u'21.0'],[u'6.55'],[u'75.0']
lavender-wit,[u'Lavender Wit'],[u'All Grain'],[u'WildDamanian'],[u'20.81976479'],[u'26.0436330464'],[u'75.0']
ale-o-governor-abbot-remix,[u'Ale-O Governor(abbot remix)'],[u'All Grain'],[u'Scott'],[u'22.71247068'],[u'33.2359154284'],[u'70.0']
11-5-2015-11-gal-f3d057,[u'11/5/2015 11 gal'],[u'All Grain'],[u'Pop top'],[u'41.63952958'],[u'27.254964816'],[u'75.0']
elder-thing-special-bitter,[u'Elder Thing Special Bitter'],[u'All Grain'],[u'Rare Senior Koala'],[u'23.0'],[u'7.296'],[u'75.0']
yep-all-citra-again-its-easy,"[u""Yep, All Citra Again; it's easy""]",[u'Extract'],[u'TNT Home Brew'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
ipalone,[u'IPAlone'],[u'All Grain'],[u'Francisco Souza'],[u'9.0'],[u'2.856'],[u'50.0']
alice-in-apricot-land,[u'Alice in Apricot Land'],[u'Partial Mash'],[u'Xsauron0x'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
house-bitter-1-2011-01-30-version,[u'House Bitter 1 (2011-01-30 version)'],[u'All Grain'],[u'David Foster'],[u'16.088000065'],[u'19.873411845'],[u'75.0']
gose-69,[u'Gose'],[u'All Grain'],[u'TheMatterHorn'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
feral-hop-hog-clone-85eb7d,[u'Feral Hop Hog Clone'],[u'All Grain'],[u'Nizmoose'],[u'13.0'],[u'8.19'],[u'85.0']
kabinebier,[u'Kabinebier'],[u'All Grain'],[u'Loren Moulds'],[u'22.71247068'],[u'27.254964816'],[u'68.0']
johns-creamale,"[u""John's Cream....Ale""]",[u'Partial Mash'],[u'Hopnotic John'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
15-snpa-clone,[u'#15 - SNPA Clone'],[u'All Grain'],[u'Jeff G'],[u'18.9270589'],[u'25.551529515'],[u'80.0']
big-orange,[u'Big Orange '],[u'All Grain'],[u'andybrew'],[u'37.8541178'],[u'45.42494136'],[u'75.0']
slam-adams-bosstone-ale,[u'Slam Adams Bosstone Ale'],[u'All Grain'],[u'firebad57'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
0008-vi-a-plze-specialty-beer-1,[u'#0008 VI\u0160\u0160A PLZE\u0147 ~ Specialty Beer #1'],[u'All Grain'],"[u'Michal Endemit Ferko, Zvarime & Budze']",[u'20.0'],[u'25.06'],[u'75.0']
shady-dfh-90min-nugget,[u'Shady DFH 90Min Nugget'],[u'All Grain'],[u'ShadyJay'],[u'20.81976479'],[u'27.065694227'],[u'69.0']
centennial-blonde-2-1,[u'Centennial Blonde 2'],[u'All Grain'],[u'trappistpunk'],[u'18.9270589'],[u'22.71247068'],[u'70.0']
cottage-house-saison-00dc01,[u'Cottage House Saison'],[u'All Grain'],[u'Matt Ahlstrand'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
tidal-wave,[u'Tidal Wave'],[u'Extract'],[u'Mitchell'],[u'18.9270589'],[u'8.517176505'],[u'75.0']
vandaleyes-pa-1,[u'VandalEyes PA'],[u'All Grain'],[u'wwmarcum'],[u'20.81976479'],[u'23.9427295085'],[u'75.0']
first-brew-2,[u'first brew'],[u'Extract'],[u'crazyboarder1'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
centennial-rye-pale-ale-3gb,[u'Centennial Rye Pale Ale 3GB'],[u'All Grain'],[u'The Apartment Homebrewer'],[u'11.3940894578'],[u'14.812316295139999'],[u'72.0']
aint-misbehavin-apa,"[u""Ain't misbehavin APA""]",[u'Partial Mash'],[u'callegyllen'],[u'8.0'],[u'2.532'],[u'75.0']
patersbier-15,[u'Patersbier'],[u'All Grain'],[u'Ell'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
summer-session-pale-ale,[u'Summer Session Pale Ale'],[u'All Grain'],[u'mexicanconnection2002'],[u'22.71247068'],[u'28.39058835'],[u'75.0']
jamils-ordinary-bitter-3,"[u""Jamil's Ordinary Bitter""]",[u'All Grain'],[u'oldman'],[u'18.9270589'],[u'23.658823625'],[u'65.0']
patika,[u'Patika'],[u'All Grain'],[u'hopper'],[u'16.0'],[u'4.653'],[u'75.0']
brooklyn-summer-ale-clone,[u'Brooklyn summer ale (clone)'],[u'All Grain'],[u'Guy'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
dc1-maple-brown-ale,[u'DC1 Maple Brown Ale'],[u'Partial Mash'],[u'ironmandc'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
lazy-sunday-cider-ef5d83,[u'Lazy Sunday Cider'],[u'Extract'],[u'PistolaPete'],[u'20.81976479'],[u'26.876423638'],[u'75.0']
brewers-best-red-ale-1,"[u""Brewer's Best Red Ale""]",[u'Partial Mash'],[u'Tim AuBuchon'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
patersbier-iii,[u'Patersbier III'],[u'All Grain'],[u'Bitterly Balanced'],[u'19.873411845'],[u'27.0278401092'],[u'86.0']
strikeout,[u'Strikeout'],[u'Extract'],[u'James Wickboldt'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
bit-o-wit,"[u""Bit O' Wit""]",[u'Extract'],[u'kmoquin57'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
jamils-scottish-heavy-70-1,"[u""Jamil's Scottish Heavy 70/-""]",[u'All Grain'],[u'JoeyCoonce'],[u'22.71247068'],[u'28.39058835'],[u'75.0']
ginger-ale-wit,[u'Ginger Ale Wit'],[u'Extract'],[u'BrewmasterBob'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
back-to-basics-3,[u'Back to Basics'],[u'All Grain'],[u'hopvillemda'],[u'20.0'],[u'6.336'],[u'75.0']
spring-belgian-beer-30d6b8,[u'spring belgian beer'],[u'All Grain'],[u'Will Porterfield'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
otarie-amarillo,[u'Otarie - Amarillo'],[u'All Grain'],[u'Bi\xe8re de cave'],[u'20.0'],[u'25.06'],[u'75.0']
hopbiscus,[u'Hopbiscus'],[u'Partial Mash'],[u'dberthia'],[u'20.781910672200002'],[u'26.0436330464'],[u'75.0']
hoppily-ever-after-d-and-k,[u'Hoppily Ever After D&K'],[u'All Grain'],[u'Beejay'],[u'20.781910672200002'],[u'26.0436330464'],[u'70.0']
baby-jake-ale,[u'Baby Jake Ale'],[u'All Grain'],[u'philgil'],[u'30.0183154154'],[u'37.3998683864'],[u'75.0']
mactavish,[u'MacTavish'],[u'All Grain'],[u'anonymous brewer guy'],[u'18.9270589'],[u'27.0278401092'],[u'75.0']
baywatch-ale,[u'Baywatch Ale'],[u'All Grain'],[u'bamer101'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
apa-all-cascade-smash-simple-brew,[u'APA All Cascade SMaSH simple brew'],[u'Extract'],"[u""Zot O'Connor""]",[u'18.2835388974'],[u'22.71247068'],[u'75.0']
1-2-10-a67a63,[u'1... 2... 10!'],[u'All Grain'],[u'Nate'],[u'18.9270589'],[u'24.60517657'],[u'75.0']
oatmeal-stout-4dc2ca,[u'Oatmeal Stout'],[u'Partial Mash'],[u'Mathieu Gagne'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
appeasement-esb,[u'Appeasement ESB'],[u'All Grain'],[u'Gbrew'],[u'11.3940894578'],[u'14.195294175'],[u'70.0']
blond-5,[u'Blond'],[u'All Grain'],[u'Avery Ainsworth'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
kh-ag-strawberry-ale,[u'KH AG Strawberry Ale'],[u'All Grain'],[u'Drew232uvm'],[u'18.9270589'],[u'23.658823625'],[u'70.0']
cascade-ipa-92,[u'Cascade IPA'],[u'All Grain'],[u'GG'],[u'36.718494266'],[u'44.0621931192'],[u'73.0']
alpha-ale-10,[u'Alpha Ale 1.0'],[u'All Grain'],[u'Jeff City Jon'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
dark-wheat-beer,[u'Dark Wheat Beer'],[u'Partial Mash'],[u'Dan'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
leffe-blonde-clone-2015,[u'Leffe Blonde Clone 2015'],[u'All Grain'],[u'MalLoup'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
knot-mine,[u'Knot Mine'],[u'Partial Mash'],[u'todman'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
tfc-2-1,[u'TFC #2.1'],[u'All Grain'],[u'Tyler Quinn'],[u'18.9270589'],[u'20.441223612'],[u'75.0']
wheat-02917b,[u'Wheat'],[u'All Grain'],[u'Ken Franke'],[u'22.71247068'],[u'26.876423638'],[u'75.0']
trappist-red,[u'Trappist Red'],[u'All Grain'],[u'mplsjeff'],[u'37.8541178'],[u'20.441223612'],[u'75.0']
dubbel-168,[u'Dubbel'],[u'All Grain'],[u'William Blanchette'],[u'11.35623534'],[u'13.627482408'],[u'75.0']
bpa-smash-perle,[u'BPA SMaSH Perle'],[u'All Grain'],[u'goku_3001'],[u'11.35623534'],[u'13.627482408'],[u'70.0']
march-ipa-1,[u'March IPA'],[u'Partial Mash'],[u'austinmyers'],[u'18.93'],[u'23.66'],[u'75.0']
winter-warmer-22,[u'Winter Warmer'],[u'Partial Mash'],[u'ocoffield'],[u'18.9270589'],[u'22.71247068'],[u'50.0']
cilantro-lime-summer-ale,[u'Cilantro Lime Summer Ale'],[u'All Grain'],[u'Duane Davis'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
olde-abbey,[u'Olde Abbey'],[u'All Grain'],[u'jll23'],[u'9.46352945'],[u'11.8294118125'],[u'70.0']
pepper-festivale,[u'Pepper FestivAle'],[u'All Grain'],[u'Craig Wiggins'],[u'20.81976479'],[u'23.848094214'],[u'75.0']
maltsters-delight,"[u""Maltster's Delight""]",[u'All Grain'],[u'nickmiller452'],[u'13.24894123'],[u'18.9270589'],[u'75.0']
black-dog-stout-2,[u'Black Dog Stout 2'],[u'All Grain'],[u'RobertSeattle'],[u'20.81976479'],[u'26.0436330464'],[u'75.0']
bombay-pale-ale,[u'Bombay Pale Ale'],[u'All Grain'],[u'SG'],[u'37.8541178'],[u'45.42494136'],[u'75.0']
comp-mild,[u'Comp Mild'],[u'All Grain'],[u'understeps'],[u'20.81976479'],[u'26.876423638'],[u'75.0']
mcnelis-irish-red,"[u""McNelis' Irish Red""]",[u'All Grain'],[u'ApothecaryBrewing'],[u'20.81976479'],[u'26.0436330464'],[u'75.0']
fugginay-pale-ale,[u'Fugginay Pale Ale'],[u'All Grain'],[u'shotadog'],[u'20.781910672200002'],[u'29.7533365908'],[u'75.0']
clareville-pale-ale,[u'Clareville Pale Ale'],[u'All Grain'],[u'Stjagu'],[u'37.8541178'],[u'45.42494136'],[u'75.0']
session-ipa-158,[u'Session IPA'],[u'All Grain'],[u'bosiephus45'],[u'20.062682434'],[u'24.226635392000002'],[u'75.0']
keystone-american-ipa,[u'Keystone American IPA'],[u'Extract'],[u'dmbonmyhat'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
strawberry-blonde-ale-12,[u'Strawberry Blonde Ale'],[u'Partial Mash'],[u'mcamera'],[u'18.9270589'],[u'16.277270654'],[u'75.0']
old-ale-5,[u'Old Ale'],[u'All Grain'],[u'Irrelevent'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
small-batch-columbus-pale,[u'Small-batch Columbus Pale'],[u'Partial Mash'],[u'kaiho'],[u'12.0'],[u'15.14'],[u'75.0']
american-brown-ale-64,[u'American Brown Ale'],[u'All Grain'],[u'DunkelDieter'],[u'18.9270589'],[u'23.658823625'],[u'65.0']
clays-moon,"[u""Clay's Moon""]",[u'Partial Mash'],[u'Amos Berry'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
xvi2,[u'XVI2'],[u'All Grain'],[u'miskui'],[u'24.0'],[u'21.6'],[u'67.0']
red-coat-premium-bitter,[u'Red Coat Premium Bitter'],[u'All Grain'],[u'6th Floor Brewing'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
brew-class-ginger-amber-37aec1,[u'Brew Class Ginger Amber'],[u'All Grain'],[u'WoodGrain Brewing Co.'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
brewers-best-red-ale-2,"[u""Brewer's Best Red Ale""]",[u'Partial Mash'],[u'MycoBrew'],[u'18.9270589'],[u'23.166720093600002'],[u'75.0']
cross-faded-pale-ale,[u'Cross Faded Pale Ale'],[u'All Grain'],[u'Woodsy'],[u'41.63952958'],[u'49.967435496'],[u'75.0']
eclipse-esb,[u'Eclipse ESB'],[u'Partial Mash'],[u'Joshua Reed'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
magnum-pa-hawaii,[u'Magnum p.a. hawaii'],[u'All Grain'],[u'Kevin Jo Hansen'],[u'25.0'],[u'6.666'],[u'65.0']
single-hop-single-grain-ipa,[u'Single-hop single-grain IPA'],[u'All Grain'],[u'mistere'],[u'18.9270589'],[u'23.658823625'],[u'64.0']
black-smoke-1,[u'Black Smoke'],[u'Extract'],[u'James Wickboldt'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
ol-freckled-hen,"[u""Ol' Freckled Hen""]",[u'All Grain'],[u'rizzlegrizzle'],[u'15.14164712'],[u'17.03435301'],[u'70.0']
tight-lines-ipa,[u'Tight Lines IPA'],[u'Partial Mash'],[u'scottoz'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
alliance-golden-ale,[u'Alliance Golden Ale'],[u'All Grain'],[u'TurkeyBrew'],[u'33.0'],[u'9.81'],[u'75.0']
centennial-blonde-84,[u'Centennial Blonde'],[u'All Grain'],[u'Brent Davis'],[u'41.63952958'],[u'50.7623719698'],[u'73.0']
mostly-all-amarillo-ipa,[u'Mostly All Amarillo IPA'],[u'Partial Mash'],[u'EchoValley'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
twenty-16,[u'Twenty 16'],[u'All Grain'],[u'Scoobs83'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
the-cincinnati-kid-tuesday-weld,[u'The Cincinnati Kid - Tuesday Weld'],[u'Partial Mash'],[u'3d6 Brewing'],[u'37.8919719178'],[u'43.6836519412'],[u'75.0']
blonde-ale-1-9,[u'Blonde Ale#1'],[u'All Grain'],[u'zeak'],[u'26.0'],[u'7.9692'],[u'75.0']
new-with-goldings-and-1028-yeast,[u'New with goldings and 1028 yeast'],[u'All Grain'],[u'antheneezal'],[u'23.0153036224'],[u'32.970936603800006'],[u'75.0']
danish-lager-2,[u'Danish Lager'],[u'Partial Mash'],[u'Paul Bradley'],[u'9.46352945'],[u'11.8483388714'],[u'75.0']
inflammation-barley-wine,[u'Inflammation Barley Wine'],[u'All Grain'],[u'somozslainte'],[u'20.81976479'],[u'26.0247059875'],[u'70.0']
spur-of-the-moment-ipa,[u'Spur of the Moment IPA'],[u'Partial Mash'],[u'jaysonwhelpley'],[u'18.9270589'],[u'11.9619012248'],[u'75.0']
cal-common-4,[u'Cal common'],[u'All Grain'],[u'Brent'],[u'20.81976479'],[u'23.9427295085'],[u'70.0']
palmer-porter,[u'palmer porter'],[u'All Grain'],"[u""Watchir ... sippin' on""]",[u'18.9270589'],[u'23.658823625'],[u'75.0']
rated-x-mild-infection,[u'rated X/mild infection'],[u'All Grain'],[u'Dallas'],[u'37.8919719178'],[u'54.093534336199994'],[u'75.0']
king-brians-poteen,"[u""King Brian's Poteen""]",[u'All Grain'],[u'challenger180'],[u'9.46352945'],[u'14.786764765625'],[u'76.0']
snuggles-pils,[u'Snuggles Pils'],[u'All Grain'],[u'mgo737'],[u'18.9270589'],[u'27.0278401092'],[u'75.0']
barleywine-draft-1,[u'Barleywine draft'],[u'All Grain'],[u'exactscience'],[u'62.45929437'],[u'74.951153244'],[u'65.0']
11-11-11-russian-imperial-stout,[u'11-11-11 Russian Imperial Stout'],[u'Partial Mash'],[u'ryanparrish'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
draugr-iapa,[u'Draugr IAPA'],[u'All Grain'],[u'Thul Brewing'],[u'109.77694162'],[u'124.04794403060001'],[u'75.0']
specific-ocean-spice-ale,[u'Specific Ocean Spice Ale'],[u'Partial Mash'],[u'tiny void brewing'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
rye-ra,[u'Rye RA'],[u'All Grain'],[u'Aaron Fastenow'],[u'20.81976479'],[u'24.60517657'],[u'75.0']
christinas-gf-pale-ale,"[u""Christina's GF Pale Ale""]",[u'All Grain'],[u'Hoptastic'],[u'41.63952958'],[u'52.049411975'],[u'75.0']
fresh-green-goldings-pale-ale,[u'Fresh Green Goldings Pale Ale'],[u'All Grain'],[u'Ray'],[u'22.71247068'],[u'28.39058835'],[u'75.0']
tropical-smash,[u'Tropical SMaSH'],[u'Extract'],[u'excelsior1109'],[u'11.35623534'],[u'13.7788988792'],[u'75.0']
esb-255,[u'Esb'],[u'All Grain'],[u'dstar69'],[u'18.9270589'],[u'23.658823625'],[u'77.0']
bcd-flat-tire,[u'BCD Flat Tire'],[u'Partial Mash'],[u'Brian DeRocher'],[u'18.9270589'],[u'18.9270589'],[u'75.0']
old-apalachin,[u'Old Apalachin'],[u'All Grain'],[u'Nick'],[u'18.9270589'],[u'22.71247068'],[u'74.0']
edmond-fitz-clone-2012-12-11-at-18-47-29-utc,[u'Edmond Fitz clone 2012-12-11 at 18:47:29 UTC'],[u'Partial Mash'],[u'Brandon Carpenter'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
moar-smash,[u'MOAr SMaSH'],[u'All Grain'],[u'ZeCoop'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
gale-pale-ale-v3,[u'Gale Pale Ale v3'],[u'Partial Mash'],"[u""Trevor D'Arcey""]",[u'18.9270589'],[u'23.658823625'],[u'75.0']
dark-belgian-xmas-ale-2k16-65ca8c,[u'Dark Belgian Xmas ale 2k16'],[u'All Grain'],[u'Alex Placito'],[u'18.9270589'],[u'23.091011857999998'],[u'75.0']
stout-of-this-world-ce8bab,[u'Stout of This World'],[u'All Grain'],[u'Maggie Seitz'],[u'22.71247068'],[u'26.49788246'],[u'70.0']
angel-heart,[u'Angel Heart'],[u'All Grain'],[u'Mudshark'],[u'45.3870872422'],[u'56.7811767'],[u'79.0']
easy-hefe-1,[u'Easy Hefe'],[u'All Grain'],[u'mkfarris2'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
dubbel-entendre-1,[u'Dubbel Entendre'],[u'All Grain'],[u'Crystal'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
competition-pale,[u'Competition Pale'],[u'All Grain'],[u'Adam'],[u'24.60517657'],[u'29.526211884'],[u'75.0']
pentabr-l,[u'PentaBr\xf6l'],[u'All Grain'],[u'MANSBR\xd6L BREWING CO.'],[u'27.0'],[u'8.1995'],[u'78.0']
funk-citra,[u'Funk Citra'],[u'All Grain'],[u'nanook'],[u'19.873411845'],[u'23.848094214'],[u'75.0']
esb-311,[u'ESB'],[u'All Grain'],[u'Prouseb'],[u'23.0'],[u'7.296'],[u'75.0']
raris-amarillo-ipa-5g,"[u""Rari's Amarillo IPA (5g)""]",[u'All Grain'],"[u""Rari's Brew""]",[u'18.9270589'],[u'22.71247068'],[u'75.0']
festivus-ale-4,[u'Festivus Ale'],[u'All Grain'],[u'jjw5015'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
bryans-belgian-brew,"[u""Bryan's Belgian Brew""]",[u'Partial Mash'],[u'Bryali'],[u'18.9270589'],[u'23.658823625'],[u'37.5']
1st-ordinary-bitter,[u'1st ordinary bitter'],[u'All Grain'],[u'Brian Hall'],[u'37.8919719178'],[u'47.31764725'],[u'65.0']
forgotten-ale,[u'Forgotten Ale'],[u'All Grain'],[u'Flood'],[u'18.9270589'],[u'27.0278401092'],[u'75.0']
red-doug,[u'Red Doug'],[u'Partial Mash'],[u'dougellett'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
fresh-fruit-for-rotting-vegetables-strawberry-american-weizen,[u'Fresh Fruit For Rotting Vegetables - Strawberry American Weizen'],[u'Extract'],[u'dkbc'],[u'20.81976479'],[u'23.1288659758'],[u'75.0']
hop-goddess,[u'hop goddess'],[u'Partial Mash'],[u'South Mountain Brew'],[u'20.062682434'],[u'25.0594259836'],[u'75.0']
weizenbock-109,[u'Weizenbock'],[u'All Grain'],[u'goku_3001'],[u'18.9270589'],[u'20.81976479'],[u'70.0']
caribou-slobber-no-willamette,[u'Caribou Slobber (no Willamette)'],[u'Extract'],[u'Scott Wieman'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
the-native-1,[u'The Native'],[u'All Grain'],[u'Austin Z'],[u'18.9270589'],[u'23.658823625'],[u'78.0']
ode-to-the-kilt,[u'Ode to the Kilt'],[u'All Grain'],[u'bishop07'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
