beer_id,beer_name,name,origin,alpha,beta,amount,use,form,time,notes
holly-jolly-spiced-ale,[u'Holly Jolly Spiced Ale'],[],[],[],[],[],[],[],[],[]
holly-jolly-spiced-ale,[u'Holly Jolly Spiced Ale'],[u'Cluster (US)'],[u'United States'],[u'7.0'],[],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],"[u""Originated from mass selection of the Cluster hop, which is an old American cultivar. It is suggested that they arose from hybridization of varieties, imported by Dutch and English settlers and indigenous male hops. There is an early ripening and a late ripening Cluster cultivar. Also known as Golden Cluster. They can give a black currant aroma/flavor. Substitutes: Brewer's Gold.""]"
hangover-holdem-ipa,"[u""Hangover Hold'em IPA""]",[],[],[],[],[],[],[],[],[]
hangover-holdem-ipa,"[u""Hangover Hold'em IPA""]",[u'Magnum'],[],[u'12.3'],[],[u'0.056699'],[u'Boil'],[u'Pellet'],[u'60'],[]
hangover-holdem-ipa,"[u""Hangover Hold'em IPA""]",[u'Cascade (US)'],[u'United States'],[u'6.0'],[],[u'0.08504849999999999'],[u'Boil'],[u'Leaf'],[u'15'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
hangover-holdem-ipa,"[u""Hangover Hold'em IPA""]",[u'Cascade (US)'],[u'United States'],[u'6.0'],[],[u'0.08504849999999999'],[u'Boil'],[u'Leaf'],[u'5'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
hangover-holdem-ipa,"[u""Hangover Hold'em IPA""]",[u'Cascade (US)'],[u'United States'],[u'6.0'],[],[u'0.08504849999999999'],[u'Dry Hop'],[u'Leaf'],[u'20160'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
odell-double-pilsner-clone,[u'Odell Double Pilsner Clone'],[],[],[],[],[],[],[],[],[]
odell-double-pilsner-clone,[u'Odell Double Pilsner Clone'],[u'Saaz (US)'],[u'United States'],[u'3.0'],[],[u'0.08504849999999999'],[u'Boil'],[u'Pellet'],[u'60'],[]
odell-double-pilsner-clone,[u'Odell Double Pilsner Clone'],[u'Tettnanger (US)'],[u'United States'],[u'4.6'],[],[u'0.04252424999999999'],[u'Boil'],[u'Pellet'],[u'5'],[]
hogans-looking-glass-1,"[u""Hogan's Looking Glass""]",[],[],[],[],[],[],[],[],[]
hogans-looking-glass-1,"[u""Hogan's Looking Glass""]",[u'Cascade (NZ)'],[u'New Zealand'],[u'5.5'],[],[u'0.04252424999999999'],[u'Boil'],[u'Pellet'],[u'60'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
hogans-looking-glass-1,"[u""Hogan's Looking Glass""]",[u'Cascade (NZ)'],[u'New Zealand'],[u'5.5'],[],[u'0.04252424999999999'],[u'Boil'],[u'Pellet'],[u'30'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
summer-citrus-pale-ale-1,[u'Summer Citrus Pale Ale'],[],[],[],[],[],[],[],[],[]
summer-citrus-pale-ale-1,[u'Summer Citrus Pale Ale'],"[u""Falconer's Flight (US)""]",[u'United States'],[u'9.9'],[],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'60'],[]
summer-citrus-pale-ale-1,[u'Summer Citrus Pale Ale'],"[u""Falconer's Flight (US)""]",[u'United States'],[u'9.9'],[],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'30'],[]
anchor-christmas,[u'Anchor Christmas'],[],[],[],[],[],[],[],[],[]
anchor-christmas,[u'Anchor Christmas'],[u'Northern Brewer (US)'],[u'United States'],[u'10.0'],[],[u'0.024097075'],[u'Boil'],[u'Pellet'],[u'90'],[]
belgian-ipa-145,[u'Belgian IPA'],[],[],[],[],[],[],[],[],[]
belgian-ipa-145,[u'Belgian IPA'],[u'Nugget (US)'],[u'United States'],[u'13.0'],[],[u'0.04252429587138674'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
belgian-ipa-145,[u'Belgian IPA'],[u'Nugget (US)'],[u'United States'],[u'13.0'],[],[u'0.0028349530580924582'],[u'Boil'],[u'Pellet'],[u'55'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
belgian-ipa-145,[u'Belgian IPA'],[u'Nugget (US)'],[u'United States'],[u'13.0'],[],[u'0.0028349530580924582'],[u'Boil'],[u'Pellet'],[u'50'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
belgian-ipa-145,[u'Belgian IPA'],[u'Nugget (US)'],[u'United States'],[u'13.0'],[],[u'0.0028349530580924582'],[u'Boil'],[u'Pellet'],[u'45'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
belgian-ipa-145,[u'Belgian IPA'],[u'Nugget (US)'],[u'United States'],[u'13.0'],[],[u'0.0028349530580924582'],[u'Boil'],[u'Pellet'],[u'40'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
belgian-ipa-145,[u'Belgian IPA'],[u'Nugget (US)'],[u'United States'],[u'13.0'],[],[u'0.0028349530580924582'],[u'Boil'],[u'Pellet'],[u'35'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
belgian-ipa-145,[u'Belgian IPA'],[u'Citra (US)'],[u'United States'],[u'12.0'],[],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'5'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
belgian-ipa-145,[u'Belgian IPA'],[u'Citra (US)'],[u'United States'],[u'12.0'],[],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'1'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
belgian-ipa-145,[u'Belgian IPA'],[u'Cascade (NZ)'],[u'New Zealand'],[u'5.0'],[],[u'0.028349530580924584'],[u'Dry Hop'],[u'Leaf'],[u'25920'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
belgian-ipa-145,[u'Belgian IPA'],[u'Simcoe (US)'],[u'United States'],[u'13.0'],[],[u'0.017009718348554744'],[u'Dry Hop'],[u'Pellet'],[u'17280'],[]
raspberry-wheat-51,[u'Raspberry Wheat'],[],[],[],[],[],[],[],[],[]
ten-gallon-shandy-base,[u'Ten Gallon Shandy Base'],[],[],[],[],[],[],[],[],[]
liberty-golden-ale-2013-03-26-at-03-20-21-utc,[u'Liberty Golden Ale 2013-03-26 at 03:20:21 UTC'],[],[],[],[],[],[],[],[],[]
liberty-golden-ale-2013-03-26-at-03-20-21-utc,[u'Liberty Golden Ale 2013-03-26 at 03:20:21 UTC'],[u'Liberty (US)'],[u'United States'],[u'4.0'],[],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],"[u'American 1983 cross between Hallertauer Mittlefr\xfch (USDA 21397) and downy mildew resistant male (USDA 64035M). Spicy (cinnamon), resiny, and slightly sweet. It is an early ripening variety and similar in technical data and aroma to Hallertau Mittelfrueh. Recommended for German/American lagers. Substitutes: Mount Hood, Hallertau, Crystal.']"
liberty-golden-ale-2013-03-26-at-03-20-21-utc,[u'Liberty Golden Ale 2013-03-26 at 03:20:21 UTC'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'5.0'],[],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'45'],[]
liberty-golden-ale-2013-03-26-at-03-20-21-utc,[u'Liberty Golden Ale 2013-03-26 at 03:20:21 UTC'],[u'Liberty (US)'],[u'United States'],[u'4.0'],[],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'30'],"[u'American 1983 cross between Hallertauer Mittlefr\xfch (USDA 21397) and downy mildew resistant male (USDA 64035M). Spicy (cinnamon), resiny, and slightly sweet. It is an early ripening variety and similar in technical data and aroma to Hallertau Mittelfrueh. Recommended for German/American lagers. Substitutes: Mount Hood, Hallertau, Crystal.']"
liberty-golden-ale-2013-03-26-at-03-20-21-utc,[u'Liberty Golden Ale 2013-03-26 at 03:20:21 UTC'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'5.0'],[],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'10'],[]
forever-lager,[u'Forever Lager'],[],[],[],[],[],[],[],[],[]
forever-lager,[u'Forever Lager'],[u'Hallertau (US)'],[u'United States'],[u'4.5'],[],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'60'],[]
forever-lager,[u'Forever Lager'],[u'Tettnanger (US)'],[u'United States'],[u'4.5'],[],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'15'],[]
ltbier,[u'\xc4ltbier'],[],[],[],[],[],[],[],[],[]
ltbier,[u'\xc4ltbier'],[u'Hallertau (DE)'],[u'Germany'],[u'4.5'],[],[u'0.056699'],[u'Boil'],[u'Pellet'],[u'60'],[]
irish-red-243,[u'Irish Red'],[],[],[],[],[],[],[],[],[]
irish-red-243,[u'Irish Red'],[u'Northern Brewer (US)'],[u'United States'],[u'8.6'],[],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'30'],[]
irish-red-243,[u'Irish Red'],[u'Hallertau (DE)'],[u'Germany'],[u'4.1'],[],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'10'],[]
morans-ipa,"[u""Moran's IPA""]",[],[],[],[],[],[],[],[],[]
morans-ipa,"[u""Moran's IPA""]",[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'0.01417475'],[u'First Wort'],[u'Pellet'],[u'60'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
morans-ipa,"[u""Moran's IPA""]",[u'Chinook (US)'],[u'United States'],[u'12.0'],[],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'20'],"[u'This green bine cultivar (W-421-38) was released in May 1985 in Washington State and Idaho from a cross between a Petham Golding and a USDA-selected male (63012M). Slightly spicy and very piney. Its alpha acid content ranges from 12 to 14%. Substitutes for bittering: Eroica, Galena, Nugget. Substitutes for aroma and flavor: Southern Cross, Sticklebract.']"
morans-ipa,"[u""Moran's IPA""]",[u'Simcoe (US)'],[u'United States'],[u'13.0'],[],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'20'],[]
morans-ipa,"[u""Moran's IPA""]",[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'20'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
morans-ipa,"[u""Moran's IPA""]",[u'Chinook (US)'],[u'United States'],[u'12.0'],[],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'5'],"[u'This green bine cultivar (W-421-38) was released in May 1985 in Washington State and Idaho from a cross between a Petham Golding and a USDA-selected male (63012M). Slightly spicy and very piney. Its alpha acid content ranges from 12 to 14%. Substitutes for bittering: Eroica, Galena, Nugget. Substitutes for aroma and flavor: Southern Cross, Sticklebract.']"
morans-ipa,"[u""Moran's IPA""]",[u'Simcoe (US)'],[u'United States'],[u'13.0'],[],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'5'],[]
merry-elfin-saison-de-noel,[u'Merry Elfin Saison De Noel'],[],[],[],[],[],[],[],[],[]
maibock-ii-1,[u'Maibock II'],[],[],[],[],[],[],[],[],[]
citra-pale-ale-70,[u'Citra Pale Ale'],[],[],[],[],[],[],[],[],[]
citra-pale-ale-70,[u'Citra Pale Ale'],[u'Citra (US)'],[u'United States'],[u'13.5'],[],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
citra-pale-ale-70,[u'Citra Pale Ale'],[u'Citra (US)'],[u'United States'],[u'13.5'],[],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'15'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
citra-pale-ale-70,[u'Citra Pale Ale'],[u'Citra (US)'],[u'United States'],[u'13.5'],[],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'10'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
citra-pale-ale-70,[u'Citra Pale Ale'],[u'Citra (US)'],[u'United States'],[u'13.5'],[],[u'0.021262147935693424'],[u'Boil'],[u'Pellet'],[u'5'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
citra-pale-ale-70,[u'Citra Pale Ale'],[u'Citra (US)'],[u'United States'],[u'13.5'],[],[u'0.021262147935693424'],[u'Boil'],[u'Pellet'],[u'1'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
n-gne-saison-clone,[u'N\xf8gne \xd8 Saison Clone'],[],[],[],[],[],[],[],[],[]
n-gne-saison-clone,[u'N\xf8gne \xd8 Saison Clone'],[u'Perle (US)'],[u'United States'],[u'10.0'],[],[u'21.0'],[u'Boil'],[u'Pellet'],[u'60'],[]
n-gne-saison-clone,[u'N\xf8gne \xd8 Saison Clone'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'4.0'],[],[u'50.0'],[u'Boil'],[u'Pellet'],[u'15'],[]
n-gne-saison-clone,[u'N\xf8gne \xd8 Saison Clone'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'4.0'],[],[u'50.0'],[u'Boil'],[u'Pellet'],[u'5'],[]
kiss-of-death-f4b93e,[u'Kiss of Death'],[],[],[],[],[],[],[],[],[]
kiss-of-death-f4b93e,[u'Kiss of Death'],[u'Amarillo (US)'],[u'United States'],[u'9.3'],[],[u'0.056699'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
third-estate-8cd211,[u'Third Estate'],[],[],[],[],[],[],[],[],[]
third-estate-8cd211,[u'Third Estate'],[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'60'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
the-drowned-gourd,[u'The Drowned Gourd'],[],[],[],[],[],[],[],[],[]
the-drowned-gourd,[u'The Drowned Gourd'],[u'Willamette (US)'],[u'United States'],[u'4.75'],[],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
northwest-imperial-red-rye-ale-3,[u'Northwest Imperial Red Rye Ale'],[],[],[],[],[],[],[],[],[]
northwest-imperial-red-rye-ale-3,[u'Northwest Imperial Red Rye Ale'],[u'Crystal (US)'],[u'United States'],[u'3.5'],[],[u'0.028349530580924584'],[u'Boil'],[u'Leaf'],[u'60'],"[u""An American triploid variety developed in 1993 from Hallertau, Cascade, Brewer's Gold and Early Green. It is spicier than Hallertau (cinnamon, black pepper, and nutmeg). Substitutes: any Hallertau variety, Mount Hood, Liberty.""]"
northwest-imperial-red-rye-ale-3,[u'Northwest Imperial Red Rye Ale'],[u'Willamette (US)'],[u'United States'],[u'5.5'],[],[u'0.028349530580924584'],[u'Boil'],[u'Leaf'],[u'50'],[]
northwest-imperial-red-rye-ale-3,[u'Northwest Imperial Red Rye Ale'],[u'Crystal (US)'],[u'United States'],[u'3.5'],[],[u'0.028349530580924584'],[u'Boil'],[u'Leaf'],[u'40'],"[u""An American triploid variety developed in 1993 from Hallertau, Cascade, Brewer's Gold and Early Green. It is spicier than Hallertau (cinnamon, black pepper, and nutmeg). Substitutes: any Hallertau variety, Mount Hood, Liberty.""]"
northwest-imperial-red-rye-ale-3,[u'Northwest Imperial Red Rye Ale'],[u'Willamette (US)'],[u'United States'],[u'5.5'],[],[u'0.014174765290462292'],[u'Boil'],[u'Leaf'],[u'10'],[]
cookie-duster-stout,[u'Cookie Duster Stout'],[],[],[],[],[],[],[],[],[]
cookie-duster-stout,[u'Cookie Duster Stout'],"[u'Goldings, East Kent']",[],[u'5.0'],[],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'60'],[]
fresh-squeezed-ipa-clone-f7aff5,[u'Fresh Squeezed IPA Clone'],[],[],[],[],[],[],[],[],[]
fresh-squeezed-ipa-clone-f7aff5,[u'Fresh Squeezed IPA Clone'],[u'Nugget (US)'],[u'United States'],[u'14.3'],[],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
fresh-squeezed-ipa-clone-f7aff5,[u'Fresh Squeezed IPA Clone'],[u'Mosaic\u2122 (US)'],[u'United States'],[u'12.5'],[],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'15'],"[u'A complex array of tropical fruit, citrus, berry, herbal, earthy and pine characteristics. Released in 2012 by the Hop Breeding Company LLC\n']"
fresh-squeezed-ipa-clone-f7aff5,[u'Fresh Squeezed IPA Clone'],[u'Citra (US)'],[u'United States'],[u'13.65'],[],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'15'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
fresh-squeezed-ipa-clone-f7aff5,[u'Fresh Squeezed IPA Clone'],[u'Citra (US)'],[u'United States'],[u'13.65'],[],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'0'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
belgian-wit-ahb-blue-moon-clone,[u'Belgian Wit (AHB Blue Moon Clone)'],[],[],[],[],[],[],[],[],[]
belgian-wit-ahb-blue-moon-clone,[u'Belgian Wit (AHB Blue Moon Clone)'],[u'Cascade (NZ)'],[u'New Zealand'],[u'5.5'],[],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'30'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
mirror-pond-clone-10,[u'Mirror Pond Clone'],[],[],[],[],[],[],[],[],[]
mirror-pond-clone-10,[u'Mirror Pond Clone'],[u'Cascade (NZ)'],[u'New Zealand'],[u'6.1'],[],[u'0.024012052402043127'],[u'Boil'],[u'Pellet'],[u'85'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
mirror-pond-clone-10,[u'Mirror Pond Clone'],[u'Cascade (NZ)'],[u'New Zealand'],[u'6.8'],[],[u'0.021000005523'],[u'Boil'],[u'Pellet'],[u'30'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
mirror-pond-clone-10,[u'Mirror Pond Clone'],[u'Cascade (NZ)'],[u'New Zealand'],[u'6.8'],[],[u'0.024000006312'],[u'Boil'],[u'Pellet'],[u'5'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
mirror-pond-clone-10,[u'Mirror Pond Clone'],[u'Cascade (NZ)'],[u'New Zealand'],[u'6.8'],[],[u'0.024000006312'],[u'Boil'],[u'Pellet'],[u'1'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
oirish-rad-eafa69,[u'Oirish Rad'],[],[],[],[],[],[],[],[],[]
oirish-rad-eafa69,[u'Oirish Rad'],[u'Golding (UK)'],[u'United Kingdom'],[u'4.75'],[],[u'0.04252424999999999'],[u'Boil'],[u'Pellet'],[u'60'],[]
springdrunk,[u'springdrunk'],[],[],[],[],[],[],[],[],[]
springdrunk,[u'springdrunk'],[u'Pacific Jade (NZ)'],[u'New Zealand'],[u'14.0'],[],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'60'],[]
springdrunk,[u'springdrunk'],[u'Pacifica (NZ)'],[u'New Zealand'],[u'5.2'],[],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'5'],[]
springdrunk,[u'springdrunk'],[u'Amarillo (US)'],[u'United States'],[u'8.8'],[],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'5'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
summer-surrender-session-saison,[u'Summer Surrender Session Saison'],[],[],[],[],[],[],[],[],[]
summer-surrender-session-saison,[u'Summer Surrender Session Saison'],[u'Chinook (US)'],[u'United States'],[u'12.0'],[],[u'0.0113398'],[u'Boil'],[u'Pellet'],[u'60'],"[u'This green bine cultivar (W-421-38) was released in May 1985 in Washington State and Idaho from a cross between a Petham Golding and a USDA-selected male (63012M). Slightly spicy and very piney. Its alpha acid content ranges from 12 to 14%. Substitutes for bittering: Eroica, Galena, Nugget. Substitutes for aroma and flavor: Southern Cross, Sticklebract.']"
summer-surrender-session-saison,[u'Summer Surrender Session Saison'],[u'Saaz (US)'],[u'United States'],[u'3.75'],[],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'15'],[]
smoked-petit-gosse-saison,[u'Smoked Petit Gosse Saison'],[],[],[],[],[],[],[],[],[]
smoked-petit-gosse-saison,[u'Smoked Petit Gosse Saison'],[u'Kent Golding (UK)'],[u'United Kingdom'],[u'5.8'],[],[u'0.0283495'],[u'First Wort'],[u'Pellet'],[u'90'],[]
smoked-petit-gosse-saison,[u'Smoked Petit Gosse Saison'],[u'Kent Golding (UK)'],[u'United Kingdom'],[u'5.8'],[],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'15'],[]
lemon-honey-summer-shandy,[u'Lemon Honey  Summer Shandy'],[],[],[],[],[],[],[],[],[]
lemon-honey-summer-shandy,[u'Lemon Honey  Summer Shandy'],[u'Cascade (NZ)'],[u'New Zealand'],[u'7.0'],[],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'60'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
lemon-honey-summer-shandy,[u'Lemon Honey  Summer Shandy'],[u'Amarillo (US)'],[u'United States'],[u'9.3'],[],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
lemon-honey-summer-shandy,[u'Lemon Honey  Summer Shandy'],[u'Chinook (US)'],[u'United States'],[u'12.0'],[],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'30'],"[u'This green bine cultivar (W-421-38) was released in May 1985 in Washington State and Idaho from a cross between a Petham Golding and a USDA-selected male (63012M). Slightly spicy and very piney. Its alpha acid content ranges from 12 to 14%. Substitutes for bittering: Eroica, Galena, Nugget. Substitutes for aroma and flavor: Southern Cross, Sticklebract.']"
