beer_id,beer_name,name,origin,alpha,beta,display_amount,amount,use,form,time,notes
session-red-1,[u'Session Red 1'],[u'Willamette (US)'],[u'United States'],[u'5.5'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'1'],[]
the-bees-knees-1,[u'The Bees Knees'],[u'Mount Hood (US)'],[u'United States'],[u'6.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'75'],"[u'Soft American variety developed from Hallertau. Frequently used in styles that require only a subtle hop aroma (German/American lagers). Named for Mount Hood in Oregon. Substitutes: Liberty, Hallertau, Crystal.']"
the-bees-knees-1,[u'The Bees Knees'],[u'Mount Hood (US)'],[u'United States'],[u'6.5'],[],[u'0.25 oz'],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'20'],"[u'Soft American variety developed from Hallertau. Frequently used in styles that require only a subtle hop aroma (German/American lagers). Named for Mount Hood in Oregon. Substitutes: Liberty, Hallertau, Crystal.']"
the-bees-knees-1,[u'The Bees Knees'],[u'Mount Hood (US)'],[u'United States'],[u'6.5'],[],[u'0.25 oz'],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'2'],"[u'Soft American variety developed from Hallertau. Frequently used in styles that require only a subtle hop aroma (German/American lagers). Named for Mount Hood in Oregon. Substitutes: Liberty, Hallertau, Crystal.']"
squirrel-nutkin-brown-ale,[u'Squirrel Nutkin Brown Ale'],[u'Fuggle (US)'],[u'United States'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
squirrel-nutkin-brown-ale,[u'Squirrel Nutkin Brown Ale'],"[u'Goldings, East Kent']",[],[u'5.0'],[],[u'0.9 oz'],[u'0.02551455'],[u'Boil'],[u'Pellet'],[u'20'],[]
squirrel-nutkin-brown-ale,[u'Squirrel Nutkin Brown Ale'],"[u'Goldings, East Kent']",[],[u'5.0'],[],[u'0.1 oz'],[u'0.00283495'],[u'Boil'],[u'Pellet'],[u'5'],[]
tailgate-pale-ale-mosaic-variety,[u'Tailgate Pale Ale (Mosaic Variety)'],[u'Glacier (US)'],[u'United States'],[u'6.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Low-cohumulone American Fuggle descendant. Substitutes: Eroica, Nugget, Olympic.']"
tailgate-pale-ale-mosaic-variety,[u'Tailgate Pale Ale (Mosaic Variety)'],[u'Mosaic\u2122 (US)'],[u'United States'],[u'12.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'10'],"[u'A complex array of tropical fruit, citrus, berry, herbal, earthy and pine characteristics. Released in 2012 by the Hop Breeding Company LLC\n']"
tailgate-pale-ale-mosaic-variety,[u'Tailgate Pale Ale (Mosaic Variety)'],[u'Mosaic\u2122 (US)'],[u'United States'],[u'12.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Pellet'],[u'10080'],"[u'A complex array of tropical fruit, citrus, berry, herbal, earthy and pine characteristics. Released in 2012 by the Hop Breeding Company LLC\n']"
scotch-ale-69,[u'Scotch Ale'],[u'Cascade (NZ)'],[u'New Zealand'],[u'5.9'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
scotch-ale-69,[u'Scotch Ale'],[u'Golding (UK)'],[u'United Kingdom'],[u'5.6'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Leaf'],[u'30'],[]
drunken-santa-mad-elf-variant,[u'Drunken Santa (Mad Elf Variant)'],[u'Saaz (US)'],[u'United States'],[u'3.75'],[],[u'2.0 oz'],[u'0.056699'],[u'Boil'],[u'Pellet'],[u'60'],[]
drunken-santa-mad-elf-variant,[u'Drunken Santa (Mad Elf Variant)'],[u'Hallertau (US)'],[u'United States'],[u'4.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'2'],[]
zombie-ritual-zombie-dust-clone-biab,[u'Zombie Ritual (Zombie Dust Clone) BIAB'],[u'Citra'],[],[u'14.2'],[],[u'7.0 g'],[u'7.0'],[u'First Wort'],[u'Pellet'],[u'60'],[]
zombie-ritual-zombie-dust-clone-biab,[u'Zombie Ritual (Zombie Dust Clone) BIAB'],[u'Citra'],[],[u'14.2'],[],[u'10.0 g'],[u'10.0'],[u'Boil'],[u'Pellet'],[u'15'],[]
zombie-ritual-zombie-dust-clone-biab,[u'Zombie Ritual (Zombie Dust Clone) BIAB'],[u'Citra'],[],[u'14.2'],[],[u'15.0 g'],[u'15.0'],[u'Boil'],[u'Pellet'],[u'10'],[]
zombie-ritual-zombie-dust-clone-biab,[u'Zombie Ritual (Zombie Dust Clone) BIAB'],[u'Citra'],[],[u'14.2'],[],[u'15.0 g'],[u'15.0'],[u'Boil'],[u'Pellet'],[u'5'],[]
zombie-ritual-zombie-dust-clone-biab,[u'Zombie Ritual (Zombie Dust Clone) BIAB'],[u'Citra'],[],[u'14.2'],[],[u'20.0 g'],[u'20.0'],[u'Boil'],[u'Pellet'],[u'1'],[]
zombie-ritual-zombie-dust-clone-biab,[u'Zombie Ritual (Zombie Dust Clone) BIAB'],[u'Citra'],[],[u'14.2'],[],[u'30.0 g'],[u'30.0'],[u'Dry Hop'],[u'Pellet'],[u'10080'],[]
sorachi-french-farmhouse-saison,[u'Sorachi French Farmhouse Saison'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'12.6'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
sorachi-french-farmhouse-saison,[u'Sorachi French Farmhouse Saison'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'12.6'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'55'],[]
sorachi-french-farmhouse-saison,[u'Sorachi French Farmhouse Saison'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'12.6'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'50'],[]
sorachi-french-farmhouse-saison,[u'Sorachi French Farmhouse Saison'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'12.6'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'45'],[]
sorachi-french-farmhouse-saison,[u'Sorachi French Farmhouse Saison'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'12.6'],[],[u'2.0 oz'],[u'0.056699'],[u'Boil'],[u'Pellet'],[u'1'],[]
breakwater-pale-ale-2,[u'Breakwater Pale Ale'],[u'Chinook (US)'],[u'United States'],[u'13.0'],[],[u'0.250000269677813 oz'],[u'0.00708738264523116'],[u'Boil'],[u'Pellet'],[u'60'],"[u'This green bine cultivar (W-421-38) was released in May 1985 in Washington State and Idaho from a cross between a Petham Golding and a USDA-selected male (63012M). Slightly spicy and very piney. Its alpha acid content ranges from 12 to 14%. Substitutes for bittering: Eroica, Galena, Nugget. Substitutes for aroma and flavor: Southern Cross, Sticklebract.']"
breakwater-pale-ale-2,[u'Breakwater Pale Ale'],[u'Chinook (US)'],[u'United States'],[u'13.0'],[],[u'0.250000269677813 oz'],[u'0.00708738264523116'],[u'Boil'],[u'Pellet'],[u'45'],"[u'This green bine cultivar (W-421-38) was released in May 1985 in Washington State and Idaho from a cross between a Petham Golding and a USDA-selected male (63012M). Slightly spicy and very piney. Its alpha acid content ranges from 12 to 14%. Substitutes for bittering: Eroica, Galena, Nugget. Substitutes for aroma and flavor: Southern Cross, Sticklebract.']"
breakwater-pale-ale-2,[u'Breakwater Pale Ale'],[u'Chinook (US)'],[u'United States'],[u'13.0'],[],[u'0.250000269677813 oz'],[u'0.00708738264523116'],[u'Boil'],[u'Pellet'],[u'30'],"[u'This green bine cultivar (W-421-38) was released in May 1985 in Washington State and Idaho from a cross between a Petham Golding and a USDA-selected male (63012M). Slightly spicy and very piney. Its alpha acid content ranges from 12 to 14%. Substitutes for bittering: Eroica, Galena, Nugget. Substitutes for aroma and flavor: Southern Cross, Sticklebract.']"
breakwater-pale-ale-2,[u'Breakwater Pale Ale'],[u'Chinook (US)'],[u'United States'],[u'13.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'15'],"[u'This green bine cultivar (W-421-38) was released in May 1985 in Washington State and Idaho from a cross between a Petham Golding and a USDA-selected male (63012M). Slightly spicy and very piney. Its alpha acid content ranges from 12 to 14%. Substitutes for bittering: Eroica, Galena, Nugget. Substitutes for aroma and flavor: Southern Cross, Sticklebract.']"
breakwater-pale-ale-2,[u'Breakwater Pale Ale'],[u'Chinook (US)'],[u'United States'],[u'13.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'2'],"[u'This green bine cultivar (W-421-38) was released in May 1985 in Washington State and Idaho from a cross between a Petham Golding and a USDA-selected male (63012M). Slightly spicy and very piney. Its alpha acid content ranges from 12 to 14%. Substitutes for bittering: Eroica, Galena, Nugget. Substitutes for aroma and flavor: Southern Cross, Sticklebract.']"
breakwater-pale-ale-2,[u'Breakwater Pale Ale'],[u'Citra (US)'],[u'United States'],[u'11.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Dry Hop'],[u'Pellet'],[u'10080'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
80-5,[u'80/-'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'5.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
samuel-smiths-oatmeal-stout-clone-4,"[u""Samuel Smith's Oatmeal Stout Clone""]",[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'4.2'],[],[u'2.25000242710031 oz'],[u'0.06378644380708023'],[u'Boil'],[u'Pellet'],[u'60'],[]
irish-red-ale-midwest-kit,[u'Irish Red Ale (Midwest kit)'],[u'Cascade (US)'],[u'United States'],[u'5.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
irish-red-ale-midwest-kit,[u'Irish Red Ale (Midwest kit)'],[u'Fuggle (UK)'],[u'United Kingdom'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'1'],[]
ice-to-69-you,[u'Ice to 69 you'],[u'Amarillo (US)'],[u'United States'],[u'10.4'],[],[u'45.0 g'],[u'45.0'],[u'Boil'],[u'Leaf'],[u'60'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
ice-to-69-you,[u'Ice to 69 you'],[u'Chinook (US)'],[u'United States'],[u'13.4'],[],[u'15.0 g'],[u'15.0'],[u'Boil'],[u'Leaf'],[u'15'],"[u'This green bine cultivar (W-421-38) was released in May 1985 in Washington State and Idaho from a cross between a Petham Golding and a USDA-selected male (63012M). Slightly spicy and very piney. Its alpha acid content ranges from 12 to 14%. Substitutes for bittering: Eroica, Galena, Nugget. Substitutes for aroma and flavor: Southern Cross, Sticklebract.']"
ice-to-69-you,[u'Ice to 69 you'],[u'Centennial (US)'],[u'United States'],[u'10.9'],[],[u'10.0 g'],[u'10.0'],[u'Boil'],[u'Leaf'],[u'10'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
ice-to-69-you,[u'Ice to 69 you'],[u'Citra (US)'],[u'United States'],[u'12.0'],[],[u'10.0 g'],[u'10.0'],[u'Boil'],[u'Pellet'],[u'10'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
ice-to-69-you,[u'Ice to 69 you'],[u'Simcoe (US)'],[u'United States'],[u'14.1'],[],[u'10.0 g'],[u'10.0'],[u'Boil'],[u'Leaf'],[u'10'],[]
ice-to-69-you,[u'Ice to 69 you'],[u'Amarillo (US)'],[u'United States'],[u'8.9'],[],[u'20.0 g'],[u'20.0'],[u'Boil'],[u'Leaf'],[u'5'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
ice-to-69-you,[u'Ice to 69 you'],[u'Citra (US)'],[u'United States'],[u'12.0'],[],[u'20.0 g'],[u'20.0'],[u'Boil'],[u'Pellet'],[u'2'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
ice-to-69-you,[u'Ice to 69 you'],[u'Columbus (US)'],[u'United States'],[u'17.1'],[],[u'20.0 g'],[u'20.0'],[u'Boil'],[u'Leaf'],[u'1'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
ice-to-69-you,[u'Ice to 69 you'],[u'Columbus (US)'],[u'United States'],[u'17.1'],[],[u'30.0 g'],[u'30.0'],[u'Boil'],[u'Leaf'],[u'0'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
ice-to-69-you,[u'Ice to 69 you'],[u'Citra (US)'],[u'United States'],[u'12.0'],[],[u'20.0 g'],[u'20.0'],[u'Boil'],[u'Pellet'],[u'0'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
ice-to-69-you,[u'Ice to 69 you'],[u'Simcoe (US)'],[u'United States'],[u'14.1'],[],[u'13.0 g'],[u'13.0'],[u'Boil'],[u'Leaf'],[u'0'],[]
experimental-belgian-dark-strong-ale,[u'Experimental Belgian Dark Strong Ale'],[u'Hallertau (DE)'],[u'Germany'],[u'4.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
experimental-belgian-dark-strong-ale,[u'Experimental Belgian Dark Strong Ale'],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'5.25'],[],[u'0.7 oz'],[u'0.01984465'],[u'Boil'],[u'Pellet'],[u'60'],[]
experimental-belgian-dark-strong-ale,[u'Experimental Belgian Dark Strong Ale'],[u'Hallertau (DE)'],[u'Germany'],[u'4.5'],[],[u'0.6 oz'],[u'0.0170097'],[u'Boil'],[u'Pellet'],[u'15'],[]
experimental-belgian-dark-strong-ale,[u'Experimental Belgian Dark Strong Ale'],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'5.25'],[],[u'0.6 oz'],[u'0.0170097'],[u'Boil'],[u'Pellet'],[u'15'],[]
experimental-belgian-dark-strong-ale,[u'Experimental Belgian Dark Strong Ale'],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'5.25'],[],[u'0.6 oz'],[u'0.0170097'],[u'Boil'],[u'Pellet'],[u'5'],[]
blondage,[u'Blondage'],[u'Nugget (US)'],[u'United States'],[u'13.8'],[],[u'0.33 oz'],[u'0.009355335'],[u'Boil'],[u'Leaf'],[u'60'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
blondage,[u'Blondage'],[u'Palisade (US)'],[u'United States'],[u'8.7'],[],[u'0.33 oz'],[u'0.009355335'],[u'Boil'],[u'Pellet'],[u'20'],"[u'Palisade brand YCR 4 hop variety is an aroma hop that is known for its amazing yield and unique aroma. It invokes apricot, grass, and floral notes and is used regularly in commercial brewing.']"
blondage,[u'Blondage'],[u'Chinook (US)'],[u'United States'],[u'12.0'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'5'],"[u'This green bine cultivar (W-421-38) was released in May 1985 in Washington State and Idaho from a cross between a Petham Golding and a USDA-selected male (63012M). Slightly spicy and very piney. Its alpha acid content ranges from 12 to 14%. Substitutes for bittering: Eroica, Galena, Nugget. Substitutes for aroma and flavor: Southern Cross, Sticklebract.']"
maple-pecan-nut-brown,[u'Maple Pecan Nut Brown'],[u'Magnum (DE)'],[u'Germany'],[u'14.0'],[],[u'0.750000809033437 oz'],[u'0.021262147935693424'],[u'Boil'],[u'Pellet'],[u'60'],[]
maple-pecan-nut-brown,[u'Maple Pecan Nut Brown'],[u'Tettnanger (US)'],[u'United States'],[u'4.5'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'5'],[]
session-black-ipa,[u'Session Black IPA'],[u'Columbus (US)'],[u'United States'],[u'17.9'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Leaf'],[u'60'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
session-black-ipa,[u'Session Black IPA'],[u'Cascade (NZ)'],[u'New Zealand'],[u'7.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Leaf'],[u'5'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
session-black-ipa,[u'Session Black IPA'],[u'Citra (US)'],[u'United States'],[u'11.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Leaf'],[u'5'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
session-black-ipa,[u'Session Black IPA'],[u'Columbus (US)'],[u'United States'],[u'17.9'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Leaf'],[u'5'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
session-black-ipa,[u'Session Black IPA'],[u'Simcoe (US)'],[u'United States'],[u'13.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Leaf'],[u'5'],[]
session-black-ipa,[u'Session Black IPA'],[u'Simcoe (US)'],[u'United States'],[u'13.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Dry Hop'],[u'Leaf'],[u'10080'],[]
session-black-ipa,[u'Session Black IPA'],[u'Columbus (US)'],[u'United States'],[u'17.9'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Dry Hop'],[u'Leaf'],[u'10080'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
session-black-ipa,[u'Session Black IPA'],[u'Citra (US)'],[u'United States'],[u'12.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Dry Hop'],[u'Pellet'],[u'10080'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
session-black-ipa,[u'Session Black IPA'],[u'Cascade (NZ)'],[u'New Zealand'],[u'7.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Dry Hop'],[u'Leaf'],[u'10080'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
delerium-tremens-clone-4,[u'Delerium Tremens Clone '],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'5.25'],[],[u'3.0 oz'],[u'0.08504849999999999'],[u'Boil'],[u'Pellet'],[u'60'],[]
delerium-tremens-clone-4,[u'Delerium Tremens Clone '],[u'Saaz (US)'],[u'United States'],[u'3.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'10'],[]
chocolate-chipotle-stout-7,[u'Chocolate Chipotle Stout'],[u'Willamette (US)'],[u'United States'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
elderflower-saison-final,[u'Elderflower Saison Final'],[u'Hallertau (DE)'],[u'Germany'],[u'5.0'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],[]
elderflower-saison-final,[u'Elderflower Saison Final'],[u'Motueka (NZ)'],[u'New Zealand'],[u'7.4'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'15'],[]
elderflower-saison-final,[u'Elderflower Saison Final'],[u'Motueka (NZ)'],[u'New Zealand'],[u'7.4'],[],[u'1.50000161806687 oz'],[u'0.04252429587138674'],[u'Boil'],[u'Pellet'],[u'1'],[]
elderflower-saison-final,[u'Elderflower Saison Final'],[u'Ahtanum (US)'],[u'United States'],[u'6.0'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Leaf'],[u'1'],[]
apricot-wheat-ale-a8eb6a,[u' Apricot Wheat Ale'],[u'Fuggle (US)'],[u'United States'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
jordans-hard-root-beer,"[u""Jordan's Hard Root Beer""]",[u'Cascade (NZ)'],[u'New Zealand'],[u'5.5'],[],[u'0.125000134838906 oz'],[u'0.0035436913226155656'],[u'Boil'],[u'Leaf'],[u'10'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
hbt-2011-russian-imperial-stout-1,[u'HBT 2011 Russian Imperial Stout'],[u'Challenger (UK)'],[u'United Kingdom'],[u'7.5'],[],[u'4.000004314845 oz'],[u'0.11339812232369834'],[u'Boil'],[u'Pellet'],[u'60'],"[u'English hop. Introduced in 1972. Very popular dual-purpose hop in English ales. Used in many traditional English Bitters. When used for bittering, Challenger can impart a pleasant and complex marmalade/toffee/citrus flavour, which enhances strong ales. Substitutes: East Kent Goldings, Phoenix, Styrian Goldings, British Columbian Goldings.']"
hbt-2011-russian-imperial-stout-1,[u'HBT 2011 Russian Imperial Stout'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'7.2'],[],[u'2.0000021574225 oz'],[u'0.05669906116184917'],[u'Boil'],[u'Pellet'],[u'30'],[]
pale-citra-smash-1,[u'Pale Citra SMaSH'],[u'Citra (US)'],[u'United States'],[u'12.5'],[],[u'1.4 oz'],[u'0.0396893'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
pale-citra-smash-1,[u'Pale Citra SMaSH'],[u'Citra (US)'],[u'United States'],[u'12.5'],[],[u'1.4 oz'],[u'0.0396893'],[u'Boil'],[u'Pellet'],[u'15'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
pale-citra-smash-1,[u'Pale Citra SMaSH'],[u'Citra (US)'],[u'United States'],[u'12.5'],[],[u'1.4 oz'],[u'0.0396893'],[u'Boil'],[u'Pellet'],[u'0'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
pale-citra-smash-1,[u'Pale Citra SMaSH'],[u'Citra (US)'],[u'United States'],[u'12.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Dry Hop'],[u'Leaf'],[u'7200'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
belgian-blond-abbey-ale,[u'Belgian Blond Abbey Ale'],[u'Styrian Celeia (SI)'],[u'Slovenia'],[u'3.2'],[],[u'3.0 oz'],[u'0.08504849999999999'],[u'Boil'],[u'Pellet'],[u'60'],[]
